model_name,module,domain_policy,pooled_policy,domain_utility_mean,domain_utility_std,domain_utility_min,domain_utility_max,pooled_utility_mean,pooled_utility_std,pooled_utility_min,pooled_utility_max,utility_gap_mean,utility_gap_std,utility_gap_min,utility_gap_max
mistralai/Mistral-7B-Instruct-v0.3,format,FORMAT_TUNED_SIMPLE_RULE,POOLED_RULE_BEST,0.45616503898550603,0.00412042891222987,0.4534412955465587,0.4609053497942387,0.446562844198126,0.012531249156033058,0.43209876543209874,0.45414847161572053,-0.009602194787379984,0.016631489235915165,-0.028806584362139953,0.0
mistralai/Mistral-7B-Instruct-v0.3,math,MATH_TUNED_SIMPLE_RULE,POOLED_RULE_BEST,0.3987433641567703,0.020092836798338017,0.3781869688385269,0.4183381088825215,0.39534413106207356,0.01797603943568372,0.3781869688385269,0.4140401146131805,-0.0033992330946967333,0.003050812769091251,-0.005899705014749235,0.0
