model_name,scope,module,surface_name,policy,n_mean,n_std,n_min,n_max,success_rate_mean,success_rate_std,success_rate_min,success_rate_max,utility_mean,utility_std,utility_min,utility_max,intervention_rate_mean,intervention_rate_std,intervention_rate_min,intervention_rate_max,false_intervene_rate_mean,false_intervene_rate_std,false_intervene_rate_min,false_intervene_rate_max,missed_intervene_rate_mean,missed_intervene_rate_std,missed_intervene_rate_min,missed_intervene_rate_max,avg_latency_s_mean,avg_latency_s_std,avg_latency_s_min,avg_latency_s_max
mistralai/Mistral-7B-Instruct-v0.3,math:hard_cluster_main_r2,math,hard_cluster_main_r2,ALWAYS_REWRITE_OR_RESTART,525.6666666666666,13.316656236958776,517,541,0.13053819188302332,0.023514052576634106,0.10404624277456648,0.14893617021276595,0.13053819188302332,0.023514052576634106,0.10404624277456648,0.14893617021276595,1.0,0.0,1.0,1.0,0.8853342302393207,0.021074241800567804,0.8704061895551257,0.9094412331406551,0.0,0.0,0.0,0.0,3.787915348437617,0.035963216378440535,3.7467461399782658,3.8132090012341924
mistralai/Mistral-7B-Instruct-v0.3,math:hard_cluster_main_r2,math,hard_cluster_main_r2,MATH_TUNED_SIMPLE_RULE,525.6666666666666,13.316656236958776,517,541,0.38016909752111805,0.02410673523516273,0.3585951940850277,0.40618955512572535,0.38016909752111805,0.02410673523516273,0.3585951940850277,0.40618955512572535,0.9327139517242841,0.005544651356701318,0.9264990328820116,0.9371534195933456,0.619830902478882,0.024106735235162692,0.5938104448742747,0.6414048059149723,0.0,0.0,0.0,0.0,2.6820492741007964,0.0473519054594609,2.6280275789914542,2.7163707504777133
mistralai/Mistral-7B-Instruct-v0.3,math:hard_cluster_main_r2,math,hard_cluster_main_r2,NO_INTERVENTION,525.6666666666666,13.316656236958776,517,541,0.06728604827571585,0.00554465135670133,0.06284658040665435,0.0735009671179884,0.06728604827571585,0.00554465135670133,0.06284658040665435,0.0735009671179884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362907682632221,0.02073390127451163,0.35067437379576105,0.38684719535783363,2.187020905659032,0.02081355314575921,2.1738624647349782,2.2110169446849497
mistralai/Mistral-7B-Instruct-v0.3,math:hard_cluster_main_r2,math,hard_cluster_main_r2,POOLED_RULE_BEST,525.6666666666666,13.316656236958776,517,541,0.37630807927072585,0.021610851781175465,0.3585951940850277,0.40038684719535783,0.37630807927072585,0.021610851781175465,0.3585951940850277,0.40038684719535783,0.9327139517242841,0.005544651356701318,0.9264990328820116,0.9371534195933456,0.6236919207292742,0.02161085178117549,0.5996131528046421,0.6414048059149723,0.0,0.0,0.0,0.0,2.4726407691338674,0.21211906073555212,2.3297693967428312,2.7163707504777133
mistralai/Mistral-7B-Instruct-v0.3,math:hard_generic_main_r2,math,hard_generic_main_r2,ALWAYS_REWRITE_OR_RESTART,168.33333333333334,11.37248140615465,159,181,0.1357340737722266,0.027412660167880385,0.10497237569060773,0.15757575757575756,0.1357340737722266,0.027412660167880385,0.10497237569060773,0.15757575757575756,1.0,0.0,1.0,1.0,0.8824978651310351,0.01565341732897312,0.8727272727272727,0.9005524861878453,0.0,0.0,0.0,0.0,3.5925455306684455,0.032473816768475064,3.5651715863834728,3.6284259513087407
mistralai/Mistral-7B-Instruct-v0.3,math:hard_generic_main_r2,math,hard_generic_main_r2,MATH_TUNED_SIMPLE_RULE,168.33333333333334,11.37248140615465,159,181,0.4578167792803465,0.01825671497667758,0.44242424242424244,0.4779874213836478,0.4578167792803465,0.01825671497667758,0.44242424242424244,0.4779874213836478,0.9459422748279206,0.01337165291325486,0.9371069182389937,0.9613259668508287,0.5421832207196536,0.01825671497667764,0.5220125786163522,0.5575757575757576,0.0,0.0,0.0,0.0,2.581165205324457,0.005023962807376449,2.575930067955501,2.5859473074080817
mistralai/Mistral-7B-Instruct-v0.3,math:hard_generic_main_r2,math,hard_generic_main_r2,NO_INTERVENTION,168.33333333333334,11.37248140615465,159,181,0.054057725172079386,0.013371652913254869,0.03867403314917127,0.06289308176100629,0.054057725172079386,0.013371652913254869,0.03867403314917127,0.06289308176100629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4356728970092882,0.005021240878589828,0.4303030303030303,0.44025157232704404,2.1335344177584736,0.04288849214276369,2.090585349045807,2.1763620755588344
mistralai/Mistral-7B-Instruct-v0.3,math:hard_generic_main_r2,math,hard_generic_main_r2,POOLED_RULE_BEST,168.33333333333334,11.37248140615465,159,181,0.4557203432216463,0.014820033396953133,0.44242424242424244,0.4716981132075472,0.4557203432216463,0.014820033396953133,0.44242424242424244,0.4716981132075472,0.9459422748279206,0.01337165291325486,0.9371069182389937,0.9613259668508287,0.5442796567783538,0.01482003339695315,0.5283018867924528,0.5575757575757576,0.0,0.0,0.0,0.0,2.478128495608569,0.09468379520880185,2.408523582652705,2.5859473074080817
mistralai/Mistral-7B-Instruct-v0.3,math:overall,math,overall,ALWAYS_REWRITE_OR_RESTART,694.0,14.422205101855956,678,706,0.1313882094126068,0.015676808223129276,0.11356932153392331,0.14305949008498584,0.1313882094126068,0.015676808223129276,0.11356932153392331,0.14305949008498584,1.0,0.0,1.0,1.0,0.8849191814512269,0.014155125320861292,0.8753541076487252,0.9011799410029498,0.0,0.0,0.0,0.0,3.741184265697059,0.02249432843924351,3.716064257243045,3.7594656066022605
mistralai/Mistral-7B-Instruct-v0.3,math:overall,math,overall,MATH_TUNED_SIMPLE_RULE,694.0,14.422205101855956,678,706,0.3987433641567703,0.020092836798338017,0.3781869688385269,0.4183381088825215,0.3987433641567703,0.020092836798338017,0.3781869688385269,0.4183381088825215,0.9361034615406686,0.0013793813259430833,0.9351032448377581,0.9376770538243626,0.6012566358432297,0.020092836798338128,0.5816618911174785,0.6218130311614731,0.0,0.0,0.0,0.0,2.657994840969455,0.03815194769131215,2.6145180524907268,2.6858893508934507
