model_name,module,domain_policy,pooled_policy,domain_utility_mean,domain_utility_std,domain_utility_min,domain_utility_max,pooled_utility_mean,pooled_utility_std,pooled_utility_min,pooled_utility_max,utility_gap_mean,utility_gap_std,utility_gap_min,utility_gap_max
Qwen/Qwen2.5-7B-Instruct,format,FORMAT_TUNED_SIMPLE_RULE,POOLED_RULE_BEST,0.6501290402854539,0.023227583346643967,0.6297872340425532,0.6754385964912281,0.6380322660919057,0.0340411179964326,0.6088709677419355,0.6754385964912281,-0.012096774193548376,0.02095222751091382,-0.03629032258064513,0.0
Qwen/Qwen2.5-7B-Instruct,math,MATH_TUNED_SIMPLE_RULE,POOLED_RULE_BEST,0.7691452098659619,0.020249084028798905,0.7472527472527473,0.7872023809523809,0.7681913026620547,0.02034483737272952,0.7458791208791209,0.7857142857142857,-0.0009539072039072005,0.0008280881568303811,-0.0014880952380952328,0.0
