scope,policy,n,success_rate,utility,intervention_rate,false_intervene_rate,missed_intervene_rate,local_precision,local_recall,avg_latency_s,rate_no_intervention,rate_local_repair,rate_global_rewrite_or_restart,model_name,module,surface_name,seed
math:hard_cluster_main_r2,POOLED_SIMPLE_THRESHOLDED_TREE,550,0.7672727272727272,0.7672727272727272,0.72,0.23272727272727273,0.0,0.6793478260869565,0.9920634920634921,1.5166805071451448,0.28,0.6690909090909091,0.05090909090909091,Qwen/Qwen2.5-7B-Instruct,math,hard_cluster_main_r2,13
math:hard_cluster_main_r2,POOLED_RULE_BEST,550,0.7672727272727272,0.7672727272727272,0.72,0.23272727272727273,0.0,0.6793478260869565,0.9920634920634921,1.5166805071451448,0.28,0.6690909090909091,0.05090909090909091,Qwen/Qwen2.5-7B-Instruct,math,hard_cluster_main_r2,13
math:hard_cluster_main_r2,POOLED_LEARNED_GATE,550,0.7618181818181818,0.7618181818181818,0.72,0.2381818181818182,0.0,0.7956204379562044,0.8650793650793651,1.6202885810455139,0.28,0.49818181818181817,0.22181818181818183,Qwen/Qwen2.5-7B-Instruct,math,hard_cluster_main_r2,13
math:hard_cluster_main_r2,MATH_DOMAIN_LEARNED_GATE,550,0.76,0.76,0.7145454545454546,0.23454545454545456,0.0018181818181818182,0.7956204379562044,0.8650793650793651,1.6165991629397667,0.28545454545454546,0.49818181818181817,0.21636363636363637,Qwen/Qwen2.5-7B-Instruct,math,hard_cluster_main_r2,13
math:hard_cluster_main_r2,FORMAT_DOMAIN_LEARNED_GATE,550,0.7345454545454545,0.7345454545454545,0.9963636363636363,0.509090909090909,0.0,0.45985401459854014,1.0,1.573086874294518,0.0036363636363636364,0.9963636363636363,0.0,Qwen/Qwen2.5-7B-Instruct,math,hard_cluster_main_r2,13
math:hard_cluster_main_r2,ORACLE_POLICY,550,0.82,0.82,0.72,0.18,0.0,0.9402985074626866,1.0,1.6199484344317832,0.28,0.48727272727272725,0.23272727272727273,Qwen/Qwen2.5-7B-Instruct,math,hard_cluster_main_r2,13
math:hard_generic_main_r2,NO_INTERVENTION,168,0.3869047619047619,0.3869047619047619,0.0,0.0,0.44642857142857145,0.0,0.0,1.3586584578678456,1.0,0.0,0.0,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,ALWAYS_LOCAL,168,0.7380952380952381,0.7380952380952381,1.0,0.6011904761904762,0.0,0.375,1.0,1.48999764612,0.0,1.0,0.0,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,ALWAYS_REWRITE_OR_RESTART,168,0.5119047619047619,0.5119047619047619,1.0,0.7619047619047619,0.0,0.0,0.0,2.101559411942227,0.0,0.0,1.0,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,MATH_TUNED_SIMPLE_RULE,168,0.7916666666666666,0.7916666666666666,0.6130952380952381,0.20833333333333334,0.0,0.6363636363636364,1.0,1.3970787156362174,0.3869047619047619,0.5892857142857143,0.023809523809523808,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,FORMAT_TUNED_SIMPLE_RULE,168,0.7857142857142857,0.7857142857142857,0.6130952380952381,0.21428571428571427,0.0,0.6116504854368932,1.0,1.3851799768606379,0.3869047619047619,0.6130952380952381,0.0,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,POOLED_SIMPLE_2FEATURE,168,0.7678571428571429,0.7678571428571429,0.6130952380952381,0.23214285714285715,0.0,0.6785714285714286,0.9047619047619048,1.434443321838487,0.3869047619047619,0.5,0.1130952380952381,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,POOLED_SIMPLE_3FEATURE,168,0.7678571428571429,0.7678571428571429,0.6130952380952381,0.23214285714285715,0.0,0.6785714285714286,0.9047619047619048,1.434443321838487,0.3869047619047619,0.5,0.1130952380952381,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,POOLED_SIMPLE_THRESHOLDED_TREE,168,0.7916666666666666,0.7916666666666666,0.6130952380952381,0.20833333333333334,0.0,0.6363636363636364,1.0,1.3970787156362174,0.3869047619047619,0.5892857142857143,0.023809523809523808,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,POOLED_RULE_BEST,168,0.7916666666666666,0.7916666666666666,0.6130952380952381,0.20833333333333334,0.0,0.6363636363636364,1.0,1.3970787156362174,0.3869047619047619,0.5892857142857143,0.023809523809523808,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,POOLED_LEARNED_GATE,168,0.7619047619047619,0.7619047619047619,0.5892857142857143,0.21428571428571427,0.005952380952380952,0.6785714285714286,0.9047619047619048,1.421407638990786,0.4107142857142857,0.5,0.08928571428571429,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,MATH_DOMAIN_LEARNED_GATE,168,0.7619047619047619,0.7619047619047619,0.5297619047619048,0.15476190476190477,0.023809523809523808,0.7702702702702703,0.9047619047619048,1.4205167308904318,0.47023809523809523,0.44047619047619047,0.08928571428571429,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,FORMAT_DOMAIN_LEARNED_GATE,168,0.7380952380952381,0.7380952380952381,0.9880952380952381,0.5892857142857143,0.0,0.3795180722891566,1.0,1.488793102309241,0.011904761904761904,0.9880952380952381,0.0,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
math:hard_generic_main_r2,ORACLE_POLICY,168,0.8333333333333334,0.8333333333333334,0.6130952380952381,0.16666666666666666,0.0,0.9402985074626866,1.0,1.534641207791754,0.3869047619047619,0.39880952380952384,0.21428571428571427,Qwen/Qwen2.5-7B-Instruct,math,hard_generic_main_r2,13
overall,NO_INTERVENTION,907,0.3296582138919515,0.3296582138919515,0.0,0.0,0.46306504961411243,0.0,0.0,1.8771917786615537,1.0,0.0,0.0,Qwen/Qwen2.5-7B-Instruct,pooled,overall,29
overall,ALWAYS_LOCAL,907,0.7034178610804851,0.7034178610804851,1.0,0.5843439911797134,0.0,0.38588754134509373,1.0,2.2044874498011726,0.0,1.0,0.0,Qwen/Qwen2.5-7B-Instruct,pooled,overall,29
overall,ALWAYS_REWRITE_OR_RESTART,907,0.4729878721058434,0.4729878721058434,1.0,0.782800441014333,0.0,0.0,0.0,2.4333101230485585,0.0,0.0,1.0,Qwen/Qwen2.5-7B-Instruct,pooled,overall,29
overall,MATH_TUNED_SIMPLE_RULE,907,0.743109151047409,0.743109151047409,0.6703417861080485,0.25689084895259096,0.0,0.618018018018018,0.98,2.066224518665364,0.3296582138919515,0.6119073869900772,0.05843439911797133,Qwen/Qwen2.5-7B-Instruct,pooled,overall,29
